,ISO3_Code,Country_Name,M49_Code,Year,Life_Expectancy,Mean_Years_Of_Schooling,CPI_Food,Net_FDI,Prevalence_of_undernourishment,GNI,Population,Govt_Expenditure
1097,,Guam,,2018,,,,,,,168.678,
1098,,Guam,,2019,,,,,,,168.624,
1099,,Guam,,2020,,,,,,,169.231,
1100,,Holy See,,2016,,,,,,,0.556,
1101,,Holy See,,2017,,,,,,,0.547,
1102,,Holy See,,2018,,,,,,,0.537,
1103,,Holy See,,2019,,,,,,,0.528,
1104,,Holy See,,2020,,,,,,,0.52,
1105,,Isle of Man,,2016,,,,,,,83.45,
1106,,Isle of Man,,2017,,,,,,,83.58,
1107,,Isle of Man,,2018,,,,,,,83.775,
1108,,Isle of Man,,2019,,,,,,,83.933,
1109,,Isle of Man,,2020,,,,,,,84.046,
1110,,Martinique,,2016,,,,,,,380.345,
1111,,Martinique,,2017,,,,,,,377.452,
1112,,Martinique,,2018,,,,,,,374.841,
1113,,Martinique,,2019,,,,,,,372.245,
1114,,Martinique,,2020,,,,,,,370.391,
1115,,Mayotte,,2016,,,,,,,260.283,
1116,,Mayotte,,2017,,,,,,,271.565,
1117,,Mayotte,,2018,,,,,,,282.954,
1118,,Mayotte,,2019,,,,,,,294.489,
1119,,Mayotte,,2020,,,,,,,305.587,
1120,,Niue,,2016,,,,,,,1.861,
1121,,Niue,,2017,,,,,,,1.869,
1122,,Niue,,2018,,,,,,,1.887,
1123,,Niue,,2019,,,,,,,1.921,
1124,,Niue,,2020,,,,,,,1.942,
1125,,Northern Mariana Islands,,2016,,,,,,,51.133,
1126,,Northern Mariana Islands,,2017,,,,,,,50.729,
1127,,Northern Mariana Islands,,2018,,,,,,,50.304,
1128,,Northern Mariana Islands,,2019,,,,,,,49.858,
1129,,Northern Mariana Islands,,2020,,,,,,,49.587,
1130,,Réunion,,2016,,,,,,,926.628,
1131,,Réunion,,2017,,,,,,,932.739,
1132,,Réunion,,2018,,,,,,,941.187,
1133,,Réunion,,2019,,,,,,,949.419,
1134,,Réunion,,2020,,,,,,,957.822,
1135,,Saint Barthélemy,,2016,,,,,,,9.842,
1136,,Saint Barthélemy,,2017,,,,,,,10.044,
1137,,Saint Barthélemy,,2018,,,,,,,10.258,
1138,,Saint Barthélemy,,2019,,,,,,,10.48,
1139,,Saint Barthélemy,,2020,,,,,,,10.681,
1140,,"Saint Helena, Ascension and Tristan da Cunha",,2016,,,,,,,5.51,
1141,,"Saint Helena, Ascension and Tristan da Cunha",,2017,,,,,,,5.495,
1142,,"Saint Helena, Ascension and Tristan da Cunha",,2018,,,,,,,5.472,
1143,,"Saint Helena, Ascension and Tristan da Cunha",,2019,,,,,,,5.447,
1144,,"Saint Helena, Ascension and Tristan da Cunha",,2020,,,,,,,5.42,
1145,,Saint Pierre and Miquelon,,2016,,,,,,,5.965,
1146,,Saint Pierre and Miquelon,,2017,,,,,,,5.957,
1147,,Saint Pierre and Miquelon,,2018,,,,,,,5.944,
1148,,Saint Pierre and Miquelon,,2019,,,,,,,5.925,
1149,,Saint Pierre and Miquelon,,2020,,,,,,,5.906,
1150,,Saint-Martin (French part),,2016,,,,,,,34.811,
1151,,Saint-Martin (French part),,2017,,,,,,,34.496,
1152,,Saint-Martin (French part),,2018,,,,,,,33.852,
1153,,Saint-Martin (French part),,2019,,,,,,,33.121,
1154,,Saint-Martin (French part),,2020,,,,,,,32.553,
1155,,Tokelau,,2016,,,,,,,1.427,
1156,,Tokelau,,2017,,,,,,,1.486,
1157,,Tokelau,,2018,,,,,,,1.621,
1158,,Tokelau,,2019,,,,,,,1.752,
1159,,Tokelau,,2020,,,,,,,1.827,
1160,,United States Virgin Islands,,2016,,,,,,,102.316,
1161,,United States Virgin Islands,,2017,,,,,,,101.851,
1162,,United States Virgin Islands,,2018,,,,,,,101.365,
1163,,United States Virgin Islands,,2019,,,,,,,100.826,
1164,,United States Virgin Islands,,2020,,,,,,,100.442,
1165,,Wallis and Futuna Islands,,2016,,,,,,,12.06,
1166,,Wallis and Futuna Islands,,2017,,,,,,,11.936,
1167,,Wallis and Futuna Islands,,2018,,,,,,,11.816,
1168,,Wallis and Futuna Islands,,2019,,,,,,,11.714,
1169,,Wallis and Futuna Islands,,2020,,,,,,,11.655,
1170,,Western Sahara,,2016,,,,,,,505.455,
1171,,Western Sahara,,2017,,,,,,,518.859,
1172,,Western Sahara,,2018,,,,,,,532.004,
1173,,Western Sahara,,2019,,,,,,,544.876,
1174,,Western Sahara,,2020,,,,,,,556.048,
