Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FDI","Foreign Direct Investment (FDI)","100","Bulgaria","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","330.56265","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","100","Bulgaria","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","248.605335","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","100","Bulgaria","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","420.209505","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","100","Bulgaria","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","203.734685","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","854","Burkina Faso","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","50.50784","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","854","Burkina Faso","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","10.268821","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","854","Burkina Faso","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","67.713349","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","854","Burkina Faso","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","16.431847","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","854","Burkina Faso","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","22.107654","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","108","Burundi","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","0.036443","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","108","Burundi","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","0.009948","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","108","Burundi","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","0.000006","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","108","Burundi","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","0.74804","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","108","Burundi","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","1.721128","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","132","Cabo Verde","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","-10.423314","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","132","Cabo Verde","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","-8.838214","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","132","Cabo Verde","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","-10.688597","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","132","Cabo Verde","6110","Value US$","23085","Total FDI outflows","2019","2019","millions","-27.246298","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","132","Cabo Verde","6110","Value US$","23085","Total FDI outflows","2020","2020","millions","-44.795161","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","116","Cambodia","6110","Value US$","23085","Total FDI outflows","2016","2016","millions","79.074","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","116","Cambodia","6110","Value US$","23085","Total FDI outflows","2017","2017","millions","114.858","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","116","Cambodia","6110","Value US$","23085","Total FDI outflows","2018","2018","millions","123.964","X","Figure from international organizations","UNCTAD"
